edad_ingreso,promedio_academico,materias_reprobadas,distancia_hogar_ies_km,puntaje_icfes_percentil,sexo,estado_civil,zona_residencia,departamento,nivel_educativo_padre,nivel_educativo_madre,sector_ies,nivel_formacion,metodologia,area_conocimiento,semestre_cursado,estrato_socioeconomico,anio_registro,trabaja_mientras_estudia,beneficiario_icetex,beneficiario_beca
28,4.76,0,5.89,95,Hombre,Soltero,Urbana,Norte de Santander,Primaria,Tecnico,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,2,2022,1,1,0
20,3.19,2,4.44,47,Hombre,Casado,Urbana,Cundinamarca,Bachillerato,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,3,2023,0,0,0
21,2.8,1,1.14,47,Mujer,Soltero,Urbana,Antioquia,Tecnico,Universitario,Publico,Tecnologico,Distancia tradicional,"Economia, administracion, contaduria y afines",11,2,2024,0,0,0
21,2.96,0,7.98,62,Mujer,Soltero,Urbana,Valle del Cauca,Primaria,Universitario,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,2,2024,0,0,0
23,3.2,0,4.02,58,Mujer,Soltero,Urbana,Bolívar,Universitario,Universitario,Publico,Tecnologico,Virtual,"Economia, administracion, contaduria y afines",12,3,2024,0,1,1
24,4.06,0,5.02,99,Mujer,Soltero,Urbana,Córdoba,Posgrado,Universitario,Privado,Tecnologico,Presencial,Bellas artes,1,3,2024,0,0,0
15,3.85,0,12.76,87,Hombre,Soltero,Urbana,Bogotá D.C.,Primaria,Primaria,Publico,Tecnico profesional,Presencial,Ciencias de la salud,10,5,2025,0,1,1
18,3.44,1,2.38,68,Hombre,Soltero,Urbana,Antioquia,Bachillerato,Tecnico,Publico,Tecnico profesional,Presencial,Ciencias de la salud,6,2,2022,1,0,0
19,3.07,1,37.78,56,Hombre,Casado,Urbana,Bogotá D.C.,Bachillerato,Bachillerato,Publico,Universitario,Presencial,Ciencias sociales y humanas,8,3,2021,1,0,0
21,1.6,2,7.93,24,Hombre,Otro,Urbana,Bogotá D.C.,Bachillerato,Primaria,Publico,Universitario,Presencial,Ciencias de la salud,8,2,2021,0,0,0
22,3.98,0,25.96,78,Hombre,Soltero,Urbana,Antioquia,Bachillerato,Bachillerato,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",12,3,2024,1,1,0
18,4.31,0,10.94,71,Hombre,Union libre,Urbana,Antioquia,Primaria,Ninguno,Publico,Universitario,Presencial,Ciencias de la salud,5,4,2023,0,0,0
18,3.37,1,27.51,48,Hombre,Soltero,Urbana,Quindío,Tecnico,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,2,2023,1,0,0
19,3.33,0,7.64,44,Hombre,Soltero,Urbana,La Guajira,Primaria,Primaria,Privado,Universitario,Presencial,Bellas artes,3,2,2021,1,0,1
20,3.27,2,9.49,50,Hombre,Soltero,Rural,Chocó,Bachillerato,Bachillerato,Publico,Universitario,Distancia tradicional,Ciencias sociales y humanas,9,3,2022,0,0,0
22,3.93,1,4.81,90,Hombre,Soltero,Urbana,Santander,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,3,2021,1,0,1
19,3.02,0,5.26,62,Hombre,Casado,Urbana,Cundinamarca,Tecnico,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",1,3,2022,1,1,0
15,3.42,0,7.42,61,Hombre,Union libre,Urbana,Cauca,Ninguno,Primaria,Publico,Tecnico profesional,Virtual,Ciencias de la salud,9,1,2025,0,1,1
23,3.96,0,4.37,81,Mujer,Otro,Urbana,Santander,Bachillerato,Bachillerato,Publico,Universitario,Presencial,Ciencias de la educacion,11,5,2021,1,0,1
15,3.28,0,1.74,57,Hombre,Otro,Rural,Valle del Cauca,Bachillerato,Universitario,Privado,Universitario,Distancia tradicional,Ciencias de la salud,12,3,2025,0,1,0
21,3.17,3,2.0,40,Hombre,Soltero,Rural,Córdoba,Primaria,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,6,2021,1,0,0
23,3.64,1,6.31,52,Hombre,Soltero,Rural,Bolívar,Ninguno,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",5,3,2021,1,0,1
19,3.78,1,4.66,69,Hombre,Soltero,Urbana,Antioquia,Bachillerato,Universitario,Privado,Tecnico profesional,Virtual,Ciencias sociales y humanas,6,2,2023,0,0,0
25,2.6,4,4.96,63,Hombre,Soltero,Urbana,Santander,Primaria,Tecnico,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",8,3,2022,0,0,0
19,3.75,0,2.88,57,Mujer,Casado,Urbana,Magdalena,Bachillerato,Bachillerato,Publico,Tecnologico,Presencial,Matematicas y ciencias naturales,8,2,2023,0,0,1
16,3.33,1,1.9,41,Mujer,Soltero,Urbana,Cesar,Bachillerato,Primaria,Privado,Universitario,Presencial,Ciencias sociales y humanas,6,2,2025,0,0,0
23,3.85,0,6.83,58,Hombre,Soltero,Rural,Nariño,Bachillerato,Bachillerato,Publico,Universitario,Virtual,"Economia, administracion, contaduria y afines",8,4,2024,0,1,0
18,3.26,0,23.85,42,Hombre,Soltero,Urbana,Bogotá D.C.,Tecnico,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",5,3,2023,1,0,0
18,3.17,0,5.51,56,Hombre,Casado,Urbana,La Guajira,Tecnico,Ninguno,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,3,2023,0,0,0
23,4.18,0,11.98,64,Hombre,Soltero,Urbana,Caldas,Primaria,Bachillerato,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",6,1,2022,0,0,0
16,2.91,1,6.18,43,Hombre,Soltero,Urbana,Caquetá,Bachillerato,Primaria,Privado,Universitario,Presencial,Ciencias de la salud,8,1,2023,1,0,0
18,2.77,0,6.82,32,Mujer,Union libre,Urbana,Nariño,Primaria,Bachillerato,Privado,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",6,2,2023,1,0,0
22,3.9,2,11.35,68,Hombre,Soltero,Rural,Meta,Tecnico,Ninguno,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,1,2025,0,1,1
19,3.89,1,46.54,61,Hombre,Soltero,Urbana,Nariño,Bachillerato,Universitario,Privado,Universitario,Presencial,Ciencias de la salud,1,1,2023,0,1,0
15,2.72,1,20.04,45,Mujer,Union libre,Rural,Valle del Cauca,Primaria,Bachillerato,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",10,3,2024,1,0,0
20,2.43,2,1.68,26,Mujer,Soltero,Urbana,Atlántico,Universitario,Tecnico,Privado,Tecnico profesional,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,1,2023,0,0,0
15,3.88,0,4.78,52,Mujer,Soltero,Urbana,Bogotá D.C.,Ninguno,Primaria,Publico,Universitario,Distancia tradicional,Bellas artes,4,5,2025,1,0,0
18,3.01,0,13.41,61,Hombre,Soltero,Urbana,Santander,Primaria,Bachillerato,Privado,Tecnologico,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",9,4,2023,0,1,1
19,3.9,0,4.64,90,Hombre,Soltero,Urbana,Magdalena,Ninguno,Primaria,Privado,Tecnologico,Presencial,Ciencias sociales y humanas,11,1,2021,1,1,0
17,3.89,1,23.57,72,Hombre,Soltero,Urbana,Sucre,Bachillerato,Tecnico,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",2,1,2021,0,0,0
21,3.57,2,13.03,47,Mujer,Union libre,Urbana,Antioquia,Bachillerato,Tecnico,Privado,Tecnologico,Presencial,Ciencias de la educacion,12,1,2024,0,1,0
20,3.77,1,31.36,77,Hombre,Soltero,Urbana,Cesar,Universitario,Bachillerato,Privado,Tecnologico,Presencial,Matematicas y ciencias naturales,9,2,2024,0,0,0
17,2.68,3,1.74,38,Hombre,Union libre,Rural,Bogotá D.C.,Primaria,Posgrado,Publico,Tecnologico,Distancia tradicional,"Economia, administracion, contaduria y afines",12,2,2022,0,0,0
19,2.9,1,4.94,64,Hombre,Soltero,Rural,Risaralda,Universitario,Tecnico,Privado,Tecnologico,Presencial,Ciencias de la educacion,10,6,2022,0,0,1
26,3.46,1,10.38,44,Hombre,Soltero,Urbana,Antioquia,Primaria,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",4,3,2022,1,0,0
19,2.91,1,16.31,37,Hombre,Soltero,Urbana,Risaralda,Primaria,Tecnico,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,4,2025,0,1,0
21,4.35,0,6.05,92,Hombre,Soltero,Urbana,Valle del Cauca,Universitario,Universitario,Publico,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",11,4,2021,1,1,0
15,4.16,0,3.03,61,Mujer,Soltero,Urbana,Atlántico,Primaria,Bachillerato,Privado,Tecnologico,Distancia tradicional,"Economia, administracion, contaduria y afines",8,1,2022,0,0,1
20,3.62,0,12.29,65,Hombre,Casado,Rural,Nariño,Ninguno,Primaria,Publico,Universitario,Distancia tradicional,Ciencias de la salud,2,3,2025,0,0,0
19,3.61,2,10.48,76,Mujer,Soltero,Urbana,Cesar,Primaria,Ninguno,Privado,Universitario,Virtual,"Agronomia, veterinaria y afines",7,1,2023,0,1,0
22,2.53,1,11.79,37,Mujer,Soltero,Rural,Cauca,Posgrado,Universitario,Publico,Tecnologico,Presencial,Matematicas y ciencias naturales,9,1,2023,1,0,0
19,3.21,2,3.52,72,Hombre,Soltero,Urbana,Casanare,Primaria,Bachillerato,Privado,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",9,3,2024,1,0,0
18,3.01,1,3.99,48,Hombre,Soltero,Urbana,Meta,Tecnico,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",1,6,2022,0,0,1
27,3.51,0,13.9,63,Mujer,Soltero,Urbana,Antioquia,Primaria,Primaria,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,3,2022,0,1,0
25,3.43,2,2.59,67,Mujer,Soltero,Urbana,Cesar,Primaria,Primaria,Privado,Tecnologico,Presencial,Bellas artes,1,1,2023,1,0,0
15,3.72,0,7.07,68,Hombre,Soltero,Urbana,Magdalena,Bachillerato,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,5,2024,0,0,0
21,3.58,1,3.73,61,Hombre,Soltero,Urbana,Norte de Santander,Ninguno,Universitario,Privado,Universitario,Distancia tradicional,Ciencias de la educacion,8,1,2022,1,0,0
18,2.89,1,2.76,70,Hombre,Soltero,Rural,Valle del Cauca,Universitario,Posgrado,Publico,Tecnologico,Virtual,Matematicas y ciencias naturales,5,2,2022,0,0,0
21,3.87,0,22.09,27,Mujer,Soltero,Rural,Cundinamarca,Primaria,Universitario,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,1,2025,0,1,0
26,4.26,0,4.17,78,Hombre,Soltero,Urbana,Tolima,Primaria,Ninguno,Publico,Tecnologico,Presencial,Ciencias de la educacion,10,2,2025,1,1,0
18,3.38,1,10.87,66,Hombre,Soltero,Urbana,Bogotá D.C.,Universitario,Tecnico,Privado,Tecnologico,Distancia tradicional,Ciencias de la educacion,9,3,2023,0,1,1
19,2.67,1,16.59,53,Mujer,Soltero,Urbana,Norte de Santander,Primaria,Posgrado,Privado,Universitario,Presencial,Ciencias de la salud,10,3,2023,1,1,0
23,3.66,0,4.7,59,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Bachillerato,Privado,Universitario,Presencial,Ciencias de la salud,11,2,2022,1,1,0
20,2.53,4,6.56,47,Hombre,Soltero,Urbana,Antioquia,Primaria,Primaria,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",4,5,2025,0,0,0
27,3.0,2,5.03,76,Mujer,Otro,Rural,Valle del Cauca,Universitario,Ninguno,Privado,Universitario,Presencial,Ciencias de la salud,8,5,2023,1,1,0
21,2.57,3,5.85,46,Mujer,Soltero,Rural,Cundinamarca,Bachillerato,Bachillerato,Privado,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",2,1,2025,1,0,1
25,3.59,0,12.01,48,Hombre,Soltero,Urbana,Santander,Tecnico,Primaria,Publico,Universitario,Presencial,"Agronomia, veterinaria y afines",6,2,2025,1,0,0
19,2.75,1,8.02,48,Hombre,Soltero,Urbana,Bogotá D.C.,Universitario,Primaria,Privado,Tecnologico,Presencial,Ciencias sociales y humanas,12,1,2025,1,0,0
15,3.41,1,13.17,46,Hombre,Soltero,Urbana,Bogotá D.C.,Posgrado,Ninguno,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",6,2,2025,0,0,0
19,4.86,0,6.11,82,Hombre,Soltero,Rural,Valle del Cauca,Primaria,Primaria,Privado,Tecnico profesional,Virtual,Ciencias de la salud,1,3,2024,1,0,0
19,2.7,0,3.12,59,Mujer,Soltero,Urbana,Córdoba,Bachillerato,Primaria,Privado,Universitario,Presencial,Ciencias de la salud,1,3,2025,0,0,0
20,2.69,1,2.03,35,Hombre,Soltero,Rural,Cauca,Tecnico,Bachillerato,Privado,Tecnologico,Distancia tradicional,Ciencias sociales y humanas,11,5,2022,0,0,0
25,4.72,0,18.9,69,Mujer,Soltero,Urbana,Valle del Cauca,Tecnico,Bachillerato,Privado,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",7,3,2021,0,1,1
17,1.46,1,4.88,17,Mujer,Soltero,Urbana,Cauca,Tecnico,Bachillerato,Privado,Universitario,Virtual,"Agronomia, veterinaria y afines",12,4,2024,0,1,0
20,3.38,1,9.34,68,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Ninguno,Publico,Universitario,Distancia tradicional,"Agronomia, veterinaria y afines",3,2,2022,1,0,0
19,2.07,4,12.61,46,Mujer,Soltero,Urbana,Antioquia,Primaria,Primaria,Privado,Universitario,Virtual,Ciencias sociales y humanas,12,2,2025,0,0,0
19,3.13,1,21.3,47,Mujer,Casado,Urbana,Cesar,Bachillerato,Bachillerato,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",11,2,2022,0,0,0
21,2.31,1,6.16,27,Hombre,Soltero,Rural,Valle del Cauca,Bachillerato,Bachillerato,Publico,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",7,2,2024,1,1,0
20,3.53,0,9.16,63,Hombre,Soltero,Urbana,Cesar,Tecnico,Bachillerato,Publico,Universitario,Presencial,Ciencias de la educacion,8,4,2023,0,0,1
18,2.79,2,5.53,22,Hombre,Soltero,Rural,Santander,Primaria,Primaria,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",4,1,2024,0,0,0
15,3.15,2,8.25,71,Hombre,Soltero,Urbana,Meta,Primaria,Tecnico,Privado,Universitario,Presencial,Ciencias de la salud,12,4,2023,0,0,0
25,2.58,1,2.55,52,Hombre,Soltero,Urbana,Boyacá,Tecnico,Posgrado,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,4,2022,0,1,0
15,3.86,0,11.52,74,Hombre,Soltero,Urbana,Risaralda,Bachillerato,Bachillerato,Publico,Universitario,Presencial,Ciencias sociales y humanas,11,2,2025,0,0,0
15,3.42,1,16.73,72,Mujer,Union libre,Urbana,Bogotá D.C.,Bachillerato,Bachillerato,Privado,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",11,6,2021,0,0,0
21,3.14,0,8.45,51,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Tecnico,Publico,Tecnico profesional,Virtual,Ciencias de la salud,10,1,2024,0,1,0
21,3.81,1,7.85,54,Mujer,Soltero,Urbana,Nariño,Bachillerato,Bachillerato,Publico,Tecnologico,Distancia tradicional,Ciencias sociales y humanas,6,1,2025,1,0,0
20,3.32,2,2.81,51,Mujer,Soltero,Rural,Meta,Primaria,Tecnico,Privado,Tecnologico,Presencial,Ciencias sociales y humanas,2,3,2025,1,0,0
21,3.08,4,28.06,46,Hombre,Soltero,Urbana,Valle del Cauca,Tecnico,Primaria,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",1,2,2022,0,0,0
20,2.92,1,3.56,54,Hombre,Soltero,Urbana,Atlántico,Bachillerato,Universitario,Publico,Universitario,Presencial,Ciencias de la salud,3,2,2022,0,0,0
24,2.24,1,27.2,41,Hombre,Soltero,Urbana,Caldas,Bachillerato,Bachillerato,Privado,Tecnologico,Virtual,"Economia, administracion, contaduria y afines",11,2,2021,1,0,0
17,2.8,2,4.98,49,Mujer,Soltero,Rural,Bolívar,Tecnico,Tecnico,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",8,3,2024,0,0,1
22,3.29,1,5.3,51,Mujer,Soltero,Urbana,Córdoba,Primaria,Tecnico,Privado,Universitario,Presencial,Bellas artes,7,3,2024,1,1,0
20,2.86,0,6.08,36,Mujer,Union libre,Rural,Antioquia,Primaria,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,4,2024,1,0,0
20,3.56,2,4.19,58,Hombre,Soltero,Rural,Risaralda,Ninguno,Primaria,Privado,Tecnologico,Presencial,Ciencias de la salud,5,3,2024,0,0,0
22,2.51,3,16.6,49,Mujer,Soltero,Rural,Antioquia,Bachillerato,Universitario,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",11,1,2025,0,0,0
20,2.85,1,2.37,30,Mujer,Soltero,Urbana,Atlántico,Primaria,Universitario,Privado,Universitario,Distancia tradicional,Ciencias sociales y humanas,12,4,2023,0,0,1
20,2.58,1,20.47,56,Mujer,Union libre,Urbana,Santander,Universitario,Primaria,Privado,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",7,3,2023,0,0,0
22,3.18,1,5.55,69,Hombre,Soltero,Urbana,Antioquia,Tecnico,Bachillerato,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",8,3,2022,0,0,1
20,3.33,3,2.88,58,Hombre,Soltero,Urbana,Cundinamarca,Ninguno,Ninguno,Privado,Tecnologico,Presencial,Ciencias sociales y humanas,5,2,2025,0,0,0
19,3.78,2,7.48,72,Hombre,Soltero,Urbana,Cundinamarca,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",2,3,2022,1,0,0
20,3.93,1,2.68,82,Mujer,Soltero,Rural,Tolima,Tecnico,Bachillerato,Privado,Tecnologico,Virtual,"Economia, administracion, contaduria y afines",6,2,2024,1,0,0
21,3.48,0,1.79,51,Hombre,Soltero,Urbana,Santander,Bachillerato,Bachillerato,Privado,Tecnico profesional,Presencial,Ciencias sociales y humanas,3,3,2023,0,0,0
15,3.62,0,5.69,35,Mujer,Union libre,Urbana,Bogotá D.C.,Bachillerato,Ninguno,Privado,Universitario,Presencial,Ciencias sociales y humanas,11,2,2023,1,0,0
16,1.88,1,9.31,18,Hombre,Soltero,Urbana,Bolívar,Primaria,Primaria,Privado,Universitario,Presencial,Ciencias de la salud,11,2,2023,0,0,0
24,4.39,0,20.69,62,Hombre,Soltero,Rural,Cauca,Bachillerato,Bachillerato,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",12,2,2023,0,0,0
21,3.01,1,8.98,39,Mujer,Union libre,Urbana,Antioquia,Primaria,Bachillerato,Publico,Tecnologico,Presencial,Ciencias de la salud,6,3,2022,1,1,1
25,3.8,0,9.72,69,Mujer,Soltero,Urbana,Valle del Cauca,Bachillerato,Bachillerato,Privado,Tecnologico,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",1,3,2023,1,1,1
21,4.26,1,1.35,100,Hombre,Soltero,Urbana,Bogotá D.C.,Primaria,Bachillerato,Privado,Universitario,Presencial,Ciencias sociales y humanas,7,2,2023,0,1,0
21,3.31,1,6.17,54,Mujer,Otro,Urbana,Caldas,Primaria,Primaria,Publico,Universitario,Presencial,Ciencias de la educacion,4,4,2025,0,0,0
19,3.75,0,4.39,65,Hombre,Soltero,Urbana,Antioquia,Bachillerato,Ninguno,Publico,Tecnologico,Distancia tradicional,Ciencias de la educacion,9,2,2023,0,1,0
17,2.91,2,13.06,58,Hombre,Soltero,Urbana,Cesar,Bachillerato,Ninguno,Privado,Universitario,Virtual,"Agronomia, veterinaria y afines",8,2,2024,0,0,0
15,3.43,2,4.23,69,Hombre,Soltero,Urbana,Valle del Cauca,Universitario,Universitario,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,2,2023,0,0,0
21,3.85,0,37.5,51,Hombre,Soltero,Urbana,Cundinamarca,Bachillerato,Tecnico,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",3,1,2025,1,0,0
18,3.51,0,20.39,74,Mujer,Soltero,Urbana,Valle del Cauca,Posgrado,Universitario,Publico,Tecnico profesional,Presencial,Matematicas y ciencias naturales,11,1,2023,0,0,0
20,3.73,2,11.33,51,Mujer,Soltero,Urbana,Santander,Primaria,Primaria,Publico,Universitario,Presencial,Bellas artes,6,2,2023,1,0,1
19,3.39,1,8.83,56,Mujer,Soltero,Rural,Antioquia,Tecnico,Bachillerato,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,3,2021,1,0,0
17,3.1,2,3.52,74,Hombre,Soltero,Urbana,Atlántico,Primaria,Ninguno,Publico,Tecnologico,Presencial,Matematicas y ciencias naturales,10,2,2025,1,0,0
23,2.19,4,11.64,46,Mujer,Soltero,Urbana,Cundinamarca,Primaria,Bachillerato,Privado,Universitario,Distancia tradicional,Ciencias de la salud,12,2,2023,0,0,0
19,3.05,0,1.76,58,Mujer,Soltero,Urbana,Magdalena,Bachillerato,Primaria,Privado,Universitario,Presencial,Ciencias de la educacion,1,2,2023,0,0,0
22,4.03,1,3.89,87,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Ninguno,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,3,2021,0,1,0
18,3.12,1,13.67,62,Hombre,Union libre,Rural,Valle del Cauca,Bachillerato,Bachillerato,Privado,Tecnico profesional,Distancia tradicional,"Economia, administracion, contaduria y afines",10,6,2025,0,0,0
16,4.32,0,6.24,58,Mujer,Soltero,Urbana,Cundinamarca,Ninguno,Primaria,Privado,Universitario,Presencial,Ciencias de la salud,12,2,2025,0,0,0
26,2.06,2,8.53,38,Mujer,Union libre,Rural,Antioquia,Primaria,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,5,2023,1,0,0
25,3.37,2,6.39,59,Hombre,Soltero,Urbana,Arauca,Tecnico,Tecnico,Publico,Tecnico profesional,Presencial,Ciencias de la educacion,8,6,2024,1,1,0
17,4.01,1,2.59,48,Hombre,Soltero,Urbana,Atlántico,Primaria,Bachillerato,Publico,Universitario,Distancia tradicional,Ciencias de la educacion,2,1,2024,0,0,0
18,3.13,1,8.0,60,Mujer,Casado,Urbana,Casanare,Tecnico,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,5,2024,1,1,0
19,3.68,0,35.63,54,Hombre,Soltero,Rural,Tolima,Bachillerato,Bachillerato,Privado,Tecnico profesional,Virtual,Ciencias sociales y humanas,10,3,2023,1,0,1
19,4.15,0,2.19,89,Hombre,Otro,Urbana,Antioquia,Bachillerato,Primaria,Publico,Tecnologico,Presencial,Ciencias de la salud,10,3,2025,1,0,0
17,3.51,1,30.15,88,Hombre,Soltero,Urbana,Santander,Primaria,Ninguno,Publico,Tecnologico,Presencial,Bellas artes,12,2,2023,0,0,0
15,3.22,3,3.05,50,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Primaria,Privado,Universitario,Virtual,Ciencias sociales y humanas,12,2,2024,0,0,0
20,2.71,2,20.93,46,Hombre,Soltero,Urbana,Bolívar,Tecnico,Universitario,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",5,3,2024,0,0,1
17,3.02,1,3.82,69,Hombre,Soltero,Rural,Bogotá D.C.,Primaria,Ninguno,Publico,Universitario,Presencial,Bellas artes,9,1,2022,0,0,0
20,3.55,0,9.32,87,Mujer,Soltero,Urbana,Bogotá D.C.,Bachillerato,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",1,2,2024,1,0,1
16,3.06,1,13.61,44,Mujer,Soltero,Urbana,Meta,Tecnico,Bachillerato,Privado,Tecnologico,Virtual,Ciencias de la educacion,8,4,2022,1,0,1
21,4.14,0,9.88,85,Mujer,Soltero,Rural,Valle del Cauca,Posgrado,Universitario,Privado,Universitario,Presencial,Ciencias sociales y humanas,12,1,2025,0,0,0
